S No,Village LGD Code,Village Name (In English),Village Name (In Local language),Hierarchy,Census 2001 Code,Census2011 Code,Pesa Status,View Government Order,View Details,View History,View Map
1577,21271,Kotla (370),कोटला (370),Krishangarh(Sub-District) / Solan(District) / Himachal Pradesh(State),01424900,021271,N,,,,
1578,22323,Kotla (417),कोटला (417),Kandaghat(Sub-District) / Solan(District) / Himachal Pradesh(State),01539100,022323,N,,,,
1579,21111,Kotla (421),कोटला (421),Baddi(Sub-District) / Solan(District) / Himachal Pradesh(State),01418800,021111,N,,,,
1580,20275,Kotla (469),कोटला (469),Kunihar(Sub-District) / Solan(District) / Himachal Pradesh(State),01354300,020275,N,,,,
1581,21460,Kotla (505),कोटला (505),Krishangarh(Sub-District) / Solan(District) / Himachal Pradesh(State),01447000,021460,N,,,,
1582,22183,Kotla (517),कोटला (517),Solan(Sub-District) / Solan(District) / Himachal Pradesh(State),01525100,022183,N,,,,
1583,22057,Kotla (600),कोटला (600),Solan(Sub-District) / Solan(District) / Himachal Pradesh(State),01512500,022057,N,,,,
1584,21653,Kotla (685),कोटला (685),Kasauli(Sub-District) / Solan(District) / Himachal Pradesh(State),01472100,021653,N,,,,
1585,21598,Kotla (705),कोटला (705),Kasauli(Sub-District) / Solan(District) / Himachal Pradesh(State),01466600,021598,N,,,,
1586,22397,Kotla (83),कोटला (83),Mamlig(Sub-District) / Solan(District) / Himachal Pradesh(State),01546500,022397,N,,,,
1587,22050,Kotla (833),कोटला (833),Solan(Sub-District) / Solan(District) / Himachal Pradesh(State),01511800,022050,N,,,,
1588,20773,Kotla Jhajjar (20),कोटला झज्जर (20),Panjehra(Sub-District) / Solan(District) / Himachal Pradesh(State),01384600,020773,N,,,,
1589,20812,Kotla Kalan (8),कोटला कलां (8),Panjehra(Sub-District) / Solan(District) / Himachal Pradesh(State),01388500,020812,N,,,,
1590,20393,Kotla Namhala (193),कोटला नमवाला (193),Darlaghat(Sub-District) / Solan(District) / Himachal Pradesh(State),01314500,020393,N,,,,
1591,20397,Kotla Pujariyan (182),कोटला पुजारिया (182),Darlaghat(Sub-District) / Solan(District) / Himachal Pradesh(State),01314900,020397,N,,,,
1592,20048,Kotli (77),कोटली (77),Arki(Sub-District) / Solan(District) / Himachal Pradesh(State),01331800,020048,N,,,,
1593,20350,Kotlu (35),कोटलू (35),Darlaghat(Sub-District) / Solan(District) / Himachal Pradesh(State),01310500,020350,N,,,,
1594,20166,Kotlu (370),कोटलू (370),Arki(Sub-District) / Solan(District) / Himachal Pradesh(State),01343800,020166,N,,,,
1595,20007,Koyal Sanog (317),कोयल सनोग (317),Darlaghat(Sub-District) / Solan(District) / Himachal Pradesh(State),01326200,020007,N,,,,
1596,21431,Krishangarh (463),कृष्णगढ (463),Krishangarh(Sub-District) / Solan(District) / Himachal Pradesh(State),01444100,021431,N,,,,
1597,20259,Kueru Shehrol I,कुयरु शहरोल प्रथम,Arki(Sub-District) / Solan(District) / Himachal Pradesh(State),01352800,020259,N,,,,
1598,20127,Kuerushehrolkhas (366),कुयरू शेहरोल खास (366),Arki(Sub-District) / Solan(District) / Himachal Pradesh(State),01339900,020127,N,,,,
1599,22221,Kuhar Khaltu (348),कुहर खालटू (348),Solan(Sub-District) / Solan(District) / Himachal Pradesh(State),01528900,022221,N,,,,
1600,20016,Kuhawi (339),कुहावी (339),Darlaghat(Sub-District) / Solan(District) / Himachal Pradesh(State),01327100,020016,N,,,,
1601,21225,Kuhranwala (188),कुहड़ावाला (188),Baddi(Sub-District) / Solan(District) / Himachal Pradesh(State),01459400,021225,N,,,,
1602,20370,Kuiru (239),कुईरू (239),Darlaghat(Sub-District) / Solan(District) / Himachal Pradesh(State),01312300,020370,N,,,,
1603,20777,Kulari (16),कुलाडी  (16),Panjehra(Sub-District) / Solan(District) / Himachal Pradesh(State),01385000,020777,N,,,,
1604,20094,Kulawan (303),कुलावन (303),Darlaghat(Sub-District) / Solan(District) / Himachal Pradesh(State),01336600,020094,N,,,,
1605,21221,Kulhariwala (193),कुल्हाड़ीवाला (193),Baddi(Sub-District) / Solan(District) / Himachal Pradesh(State),01459000,021221,N,,,,
1606,21988,Kumal Richhad (824),कुमला रिछड़ (824),Solan(Sub-District) / Solan(District) / Himachal Pradesh(State),01505600,021988,N,,,,
1607,21655,Kumarda (766),कुमारड़ा (766),Kasauli(Sub-District) / Solan(District) / Himachal Pradesh(State),01472300,021655,N,,,,
1608,22419,Kumhala (401),कुम्हाला (401),Kandaghat(Sub-District) / Solan(District) / Himachal Pradesh(State),01548700,022419,N,,,,
1609,22247,Kumhali (229),कुम्हाली (229),Mamlig(Sub-District) / Solan(District) / Himachal Pradesh(State),01531500,022247,N,,,,
1610,22348,Kumharari(42),कुम्हारड़ी (42),Kandaghat(Sub-District) / Solan(District) / Himachal Pradesh(State),01541600,022348,N,,,,
1611,21461,Kunana (241),कुनाना (241),Krishangarh(Sub-District) / Solan(District) / Himachal Pradesh(State),01447300,021461,N,,,,
1612,20416,Kund (254),कुंद (254),Darlaghat(Sub-District) / Solan(District) / Himachal Pradesh(State),01317000,020416,N,,,,
1613,22055,Kundla (596),कुन्दला (596),Solan(Sub-District) / Solan(District) / Himachal Pradesh(State),01512300,022055,N,,,,
1614,22069,Kundla (627),कुन्दला (627),Solan(Sub-District) / Solan(District) / Himachal Pradesh(State),01513700,022069,N,,,,
1615,20769,Kundlu (16),कुण्डलू (16),Panjehra(Sub-District) / Solan(District) / Himachal Pradesh(State),01384200,020769,N,,,,
1616,20028,Kunhar (351),कुंहर (351),Arki(Sub-District) / Solan(District) / Himachal Pradesh(State),01328300,020028,N,,,,
1617,19980,Kunhi (163),कुन्ही (163),Arki(Sub-District) / Solan(District) / Himachal Pradesh(State),01323400,019980,N,,,,
1618,21136,Kunjahal (216),कुंजाहल (216),Baddi(Sub-District) / Solan(District) / Himachal Pradesh(State),01421400,021136,N,,,,
1619,21313,Kunjyara (357),कंजयारा (357),Krishangarh(Sub-District) / Solan(District) / Himachal Pradesh(State),01429100,021313,N,,,,
1620,20372,Kun Kunu (234),कुनकुनू (234),Darlaghat(Sub-District) / Solan(District) / Himachal Pradesh(State),01312500,020372,N,,,,
1621,20734,Kunpalet (9),कुनप्लेट (9),Panjehra(Sub-District) / Solan(District) / Himachal Pradesh(State),01380700,020734,N,,,,
1622,20000,Kurahu (324),कुराहू (324),Darlaghat(Sub-District) / Solan(District) / Himachal Pradesh(State),01325500,020000,N,,,,
1623,21702,Kurar (134),कुराड़ (134),Parwanoo(Sub-District) / Solan(District) / Himachal Pradesh(State),01477000,021702,N,,,,
1624,22495,Kurgal (509),कुरगल (509),Kandaghat(Sub-District) / Solan(District) / Himachal Pradesh(State),01556300,022495,N,,,,
1625,20120,Kurmla (414),कुरमला (414),Kunihar(Sub-District) / Solan(District) / Himachal Pradesh(State),01339200,020120,N,,,,
1626,20942,Kusri (360),कुसरी (360),Nalagarh(Sub-District) / Solan(District) / Himachal Pradesh(State),01401500,020942,N,,,,
1627,20481,Kusri (57),कुसरी(57),Ramshahr(Sub-District) / Solan(District) / Himachal Pradesh(State),01355400,020481,N,,,,
1628,20534,Kusri (70),कुसरी(70),Loharghat(Sub-District) / Solan(District) / Himachal Pradesh(State),01360700,020534,N,,,,
1629,21560,Kutaghat (124),कुटाघाट (124),Kasauli(Sub-District) / Solan(District) / Himachal Pradesh(State),01462800,021560,N,,,,
1630,22031,Kuyina Kala (878),कुईना कलां (878),Solan(Sub-District) / Solan(District) / Himachal Pradesh(State),01509900,022031,N,,,,
