S No,Village LGD Code,Village Name (In English),Village Name (In Local language),Hierarchy,Census 2001 Code,Census2011 Code,Pesa Status,View Government Order,View Details,View History,View Map
658,18193,Talwal (150),तलवाल (150),Amb(Sub-District) / Una(District) / Himachal Pradesh(State),01130800,018193,N,,,,
659,18462,Tamlet 15/32),तमलेट(15/32),Bangana(Sub-District) / Una(District) / Himachal Pradesh(State),01157700,018462,N,,,,
660,18480,Tamlet (5/1),तमलेट(5/1),Bangana(Sub-District) / Una(District) / Himachal Pradesh(State),01159500,018480,N,,,,
661,18564,Tanda (7/32),टांडा (7/32),Birhu Kalan(Sub-District) / Una(District) / Himachal Pradesh(State),01167900,018564,N,,,,
662,18582,Tanda Anokha (10/13),टांडा अनोखा (10/13),Birhu Kalan(Sub-District) / Una(District) / Himachal Pradesh(State),01169700,018582,N,,,,
663,18563,Tanda Uperla (7/32),टांडा उपरला (7/32),Birhu Kalan(Sub-District) / Una(District) / Himachal Pradesh(State),01167800,018563,N,,,,
664,18654,Tanoh (9/3),तनोह(9/3),Bangana(Sub-District) / Una(District) / Himachal Pradesh(State),01176900,018654,N,,,,
665,18180,Tatehra (160),टटेहड़ा (160),Gagret(Sub-District) / Una(District) / Himachal Pradesh(State),01129500,018180,N,,,,
666,18451,Tehi (15/24),तेई(15/24),Bangana(Sub-District) / Una(District) / Himachal Pradesh(State),01156600,018451,N,,,,
667,18851,Thakran (469),ठाकरां,Haroli(Sub-District) / Una(District) / Himachal Pradesh(State),01196000,018851,N,,,,
668,18429,Thana Jhikla (16/6),थाना झिकला (16/6),Bangana(Sub-District) / Una(District) / Himachal Pradesh(State),01154400,018429,N,eSignGOFile662648_21_02_2025_15_25_51.pdf,,,
669,18532,Thana Kalan (7/30),थानाकलां(7/30),Birhu Kalan(Sub-District) / Una(District) / Himachal Pradesh(State),01164700,018532,N,,,,
670,18530,Thanakhas (7/30),थानाखास,Birhu Kalan(Sub-District) / Una(District) / Himachal Pradesh(State),01164500,018530,N,,,,
671,18576,Thana Khurd (7/11),थाना खुर्द (7/11),Birhu Kalan(Sub-District) / Una(District) / Himachal Pradesh(State),01169100,018576,N,,,,
672,18428,Thana Uparla (16/7),थाना उपरला(16/7),Bangana(Sub-District) / Una(District) / Himachal Pradesh(State),01154300,018428,N,,,,
673,18079,Thanikpura (31/9),थनिकपुरा(31/9),Bharwain(Sub-District) / Una(District) / Himachal Pradesh(State),01119400,018079,N,,,,
674,18178,Thaplan (148),थपलां (148),Gagret(Sub-District) / Una(District) / Himachal Pradesh(State),01129300,018178,N,,,,
675,18867,Thara (527),थड़ा (527),Dulahar(Sub-District) / Una(District) / Himachal Pradesh(State),01196400,018867,N,,,,
676,18483,Thathun (5/9),ठठूंह(5/9),Bangana(Sub-District) / Una(District) / Himachal Pradesh(State),01159800,018483,N,,,,
677,18884,Thay (471),थेह (471),Haroli(Sub-District) / Una(District) / Himachal Pradesh(State),01197100,018884,N,eSignGOFile662648_20_03_2025_12_28_34.pdf,,,
678,18203,Tibbi (78),टिब्बी (78),Amb(Sub-District) / Una(District) / Himachal Pradesh(State),01131800,018203,N,,,,
679,18864,Tibbian (525),टिव्वियां (525),Dulahar(Sub-District) / Una(District) / Himachal Pradesh(State),01196300,018864,N,eSignGOFile662648_20_03_2025_12_31_05.pdf,,,
