S No,Village LGD Code,Village Name (In English),Village Name (In Local language),Hierarchy,Census 2001 Code,Census2011 Code,Pesa Status,View Government Order,View Details,View History,View Map
122,12433,Dhar Lamaguru (7),धार लामागुरू (7),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00575600,012433,F,,,,
123,12520,Dhar Lamanduva (83),धार लामनदुवा (83),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00584300,012520,F,,,,
124,12151,Dhar Lamgad (200),धार लमगड (200),Udaipur(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00547400,012151,F,,,,
125,12564,Dhar Larang (124),धार लारंग (124),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00588700,012564,F,,,,
126,12470,Dhar Lato Thonmo (43),धार लातो थोन्मो (43),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00579300,012470,F,,,,
127,12482,Dhar Lavrang (53),धार लादरचे (53),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00580500,012482,F,,,,
128,12447,Dhar Lungar (21),धार लुंगर (21),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00577000,012447,F,,,,
129,12508,Dhar Lungbu (73),धार लुंगबु (73),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00583100,012508,F,,,,
130,12592,Dhar Lungje (148),धार लुंगजे (148),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00591500,012592,F,,,,
131,12457,Dhar Lungmuchhe (31),धार लुंगमुछे (31),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00578000,012457,F,,,,
132,12562,Dhar Majbaldar (122),धार मजबलदर (122),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00588500,012562,F,,,,
133,12459,Dhar Makpache (33),धार मकपाचे (33),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00578200,012459,F,,,,
134,12576,Dhar Mallam (133),धार मल्लम (133),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00589900,012576,F,,,,
135,12446,Dhar Malung Samdo (20),धार मालुंग सुमदो (20),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00576900,012446,F,,,,
136,12586,Dhar Mangling (143),धार मंगलिंग (143),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00590900,012586,F,,,,
137,12634,Dhar Manirang (171),धार मनीरंग (171),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00595700,012634,F,,,,
138,12241,Dhar Mushghar (155),धार मुशगाहर (155),Udaipur(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00556400,012241,F,,,,
139,12452,Dhar Nijom (26),धार निजोम (26),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00577500,012452,F,,,,
140,12448,Dhar Nima Demo (22),धार नीमा देमो (22),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00577100,012448,F,,,,
141,12463,Dhar Nima Loksa (37),धार नीमा लोक्सा (37),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00578600,012463,F,,,,
142,12599,Dhar Nipti (150),धार निप्ती (150),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00592200,012599,F,,,,
143,12554,Dhar Noor (114),धार नूर (114),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00587700,012554,F,,,,
144,12617,Dhar Nurbusamdo (161),धार नुरबू समदो (161),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00594000,012617,F,,,,
145,12460,Dhar Pallamo (34),धार पललामो (34),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00578300,012460,F,,,,
146,12657,Dhar Pang Korik (184),धार पंग कोरिक (184),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00598000,012657,F,,,,
147,12468,Dhar Pangkyamo (41),धार पंगक्यामो (41),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00579100,012468,F,,,,
148,12444,Dhar Pangmo (18),धार पांगमो (18),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00576700,012444,F,,,,
149,12476,Dhar Pangmo (49),धार पांगमो (49),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00579900,012476,F,,,,
150,12436,Dhar Pangri (10),धार पांगरी (10),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00575900,012436,F,,,,
151,12616,Dhar Parang (160),धार पारंग (160),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00593900,012616,F,,,,
152,12138,Dhar Parla Bhitar (181),धार परला भीतर (181),Udaipur(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00546100,012138,F,,,,
153,12483,Dhar Penyan (54),धार पेनयान (54),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00580600,012483,F,,,,
154,12591,Dhar Phuwa (147),धार फुआ (147),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00591400,012591,F,,,,
155,12571,Dhar Pilsur (129),धार पिलसूर (129),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00589400,012571,F,,,,
156,12523,Dhar Pindo (86),धार पिन्दो (86),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00584600,012523,F,,,,
157,12635,Dhar Pomarang (172),धार पोमारंग (172),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00595800,012635,F,,,,
158,12548,Dhar Rajgawon (108),धार राजगांव (108),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00587100,012548,F,,,,
159,12521,Dhar Ratang (84),धार राटंग (84),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00584400,012521,F,,,,
160,12449,Dhar Relosar (23),धार रीलोसर (23),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00577200,012449,F,,,,
161,12443,Dhar Richhso (17),धार रिछसो (17),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00576600,012443,F,,,,
162,12427,Dhar Sajam (1),धार साजम (1),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00575000,012427,F,,,,
163,12224,Dhar Salpat (154),धार सलपट (154),Udaipur(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00554700,012224,F,,,,
164,12440,Dhar Samarvo (14),धार सामरवो (14),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00576300,012440,F,,,,
165,12567,Dhar Sarval (127),धार सरवल (127),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00589000,012567,F,,,,
166,12578,Dhar Sechen (135),धार सेचेन (135),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00590100,012578,F,,,,
167,12613,Dhar Sechen (157),धार सेचेन (157),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00593600,012613,F,,,,
168,12228,Dhar Sehrun (146),धार सेहरूण (146),Udaipur(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00555100,012228,F,,,,
169,12174,Dhar Shugadu (169),धार शुगाडु (169),Udaipur(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00549700,012174,F,,,,
170,12580,Dhar Singsa (137),धार सिंगसा (137),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00590300,012580,F,,,,
171,12462,Dhar Sitikhad (36),धार सिटीखड (36),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00578500,012462,F,,,,
172,12472,Dhar Soksa (45),धार सोक्सा (45),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00579500,012472,F,,,,
