S No,Village LGD Code,Village Name (In English),Village Name (In Local language),Hierarchy,Census 2001 Code,Census2011 Code,Pesa Status,View Government Order,View Details,View History,View Map
179,25245,Banjari(222),बन्जड़ी(222),Theog(Sub-District) / Shimla(District) / Himachal Pradesh(State),01820800,025245,N,,,,
180,24716,Banke-Ka-Dwar (277),बांके का डवार (277),Shimla ( Rural )(Sub-District) / Shimla(District) / Himachal Pradesh(State),01771900,024716,N,,,,
181,25225,Banni(359),बन्नी(359),Theog(Sub-District) / Shimla(District) / Himachal Pradesh(State),01818900,025225,N,,,,
182,26301,Banogra (176),बनोगडा(176),Kotkhai(Sub-District) / Shimla(District) / Himachal Pradesh(State),01906000,026301,N,,,,
183,23912,Banot (15),बनोट(15),Kotgarh(Sub-District) / Shimla(District) / Himachal Pradesh(State),01697500,023912,N,,,,
184,26587,Banoti(1/1),बनोटी (1/1),Jangla(Sub-District) / Shimla(District) / Himachal Pradesh(State),01933200,026587,N,,,,
185,24274,Banoun (47),बनौण(47),Dhami(Sub-District) / Shimla(District) / Himachal Pradesh(State),01733700,024274,N,,,,
186,24712,Banreri (276),बनरेडी (276),Shimla ( Rural )(Sub-District) / Shimla(District) / Himachal Pradesh(State),01771500,024712,N,,,,
187,24667,Banreru (335),बनरेडू (335),Shimla ( Rural )(Sub-District) / Shimla(District) / Himachal Pradesh(State),01767100,024667,N,,,,
188,24176,Banuna (28),बनूना(28),Jalog(Sub-District) / Shimla(District) / Himachal Pradesh(State),01723900,024176,N,,,,
189,24922,Banyana,बनयाना,Theog(Sub-District) / Shimla(District) / Himachal Pradesh(State),01791100,024922,N,,,,
190,23541,Baonda (59),बौंडा(59),Sarahan(Sub-District) / Shimla(District) / Himachal Pradesh(State),01660400,023541,N,,,,
191,26454,Barada(77),बराडा(77),Rohru(Sub-District) / Shimla(District) / Himachal Pradesh(State),01920000,026454,N,,,,
192,23812,Bara Gaon (136),बड़ागांव(136),Kumarsain(Sub-District) / Shimla(District) / Himachal Pradesh(State),01687500,023812,N,,,,
193,24781,Barah(350),बड़ाह (350),Shimla ( Rural )(Sub-District) / Shimla(District) / Himachal Pradesh(State),01778000,024781,N,,,,
194,25191,Barail (248),बडैल(248),Theog(Sub-District) / Shimla(District) / Himachal Pradesh(State),01815500,025191,N,,,,
195,25805,Baraila(116),बडेइला (116),Nerwa(Sub-District) / Shimla(District) / Himachal Pradesh(State),01861200,025805,N,eSignGOFile662648_19_02_2025_14_49_10.pdf,,,
196,26305,Baramu (172),ब्रामु(172),Kotkhai(Sub-District) / Shimla(District) / Himachal Pradesh(State),01906300,026305,N,,,,
